,pais_nac_agresor,suicidio,convivencia,edad_agresor,edad_victima,comunidad_autonoma,estado,año,mes,n_victimas_mortales,hijos_huerfanos
724,España,Tentativa no consumada,Sí,41-50 años,21-30 años,Comunitat Valenciana,Pareja en fase de separación,2011,Abril,1.0,0.0
725,España,Tentativa no consumada,Sí,41-50 años,31-40 años,Andalucía,Pareja en fase de separación,2021,Noviembre,1.0,3.0
726,España,Tentativa no consumada,Sí,41-50 años,31-40 años,Castilla-La Mancha,Pareja,2013,Noviembre,1.0,2.0
727,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Andalucía,Pareja,2014,Abril,1.0,0.0
728,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Principado de Asturias,Pareja,2016,Enero,1.0,0.0
729,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Castilla y León,Pareja,2023,Enero,1.0,0.0
730,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Castilla-La Mancha,Pareja,2011,Enero,1.0,0.0
731,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Comunitat Valenciana,Pareja,2013,Septiembre,1.0,1.0
732,España,Tentativa no consumada,Sí,41-50 años,51-60 años,Illes Balears,Pareja,2016,Noviembre,1.0,0.0
733,España,Tentativa no consumada,Sí,51-60 años,21-30 años,Castilla-La Mancha,Pareja,2013,Enero,1.0,3.0
734,España,Tentativa no consumada,Sí,51-60 años,31-40 años,Canarias,Pareja,2011,Septiembre,1.0,0.0
735,España,Tentativa no consumada,Sí,51-60 años,41-50 años,Andalucía,Pareja,2022,Mayo,1.0,0.0
736,España,Tentativa no consumada,Sí,51-60 años,41-50 años,Andalucía,Pareja en fase de separación,2015,Noviembre,1.0,1.0
737,España,Tentativa no consumada,Sí,51-60 años,41-50 años,Aragón,Pareja,2013,Abril,1.0,0.0
738,España,Tentativa no consumada,Sí,51-60 años,41-50 años,Canarias,Pareja,2010,Julio,1.0,0.0
739,España,Tentativa no consumada,Sí,51-60 años,41-50 años,Cataluña,Pareja,2007,Julio,1.0,0.0
740,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Andalucía,Pareja,2014,Septiembre,1.0,0.0
741,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Canarias,Pareja,2007,Agosto,1.0,0.0
742,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Castilla y León,Pareja en fase de separación,2021,Junio,1.0,1.0
743,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Cataluña,Pareja,2022,Febrero,1.0,0.0
744,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Galicia,Pareja,2017,Enero,1.0,0.0
745,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Comunidad de Madrid,Pareja,2017,Mayo,1.0,0.0
746,España,Tentativa no consumada,Sí,51-60 años,51-60 años,País Vasco,Pareja,2020,Marzo,1.0,0.0
747,España,Tentativa no consumada,Sí,61-70 años,41-50 años,Canarias,Pareja,2018,Junio,1.0,2.0
748,España,Tentativa no consumada,Sí,61-70 años,51-60 años,Principado de Asturias,Pareja,2012,Junio,1.0,0.0
749,España,Tentativa no consumada,Sí,61-70 años,51-60 años,Galicia,Pareja,2020,Diciembre,1.0,0.0
750,España,Tentativa no consumada,Sí,61-70 años,61-70 años,Andalucía,Pareja en fase de separación,2020,Marzo,1.0,0.0
751,España,Tentativa no consumada,Sí,61-70 años,61-70 años,País Vasco,Pareja,2008,Agosto,1.0,0.0
752,España,Tentativa no consumada,Sí,71-84 años,61-70 años,Comunitat Valenciana,Pareja,2006,Octubre,1.0,0.0
753,España,Tentativa no consumada,Sí,71-84 años,61-70 años,Comunitat Valenciana,Pareja,2016,Febrero,1.0,0.0
754,España,Tentativa no consumada,Sí,71-84 años,61-70 años,Galicia,Pareja,2015,Mayo,1.0,0.0
755,España,Tentativa no consumada,Sí,71-84 años,61-70 años,Comunidad de Madrid,Pareja,2013,Abril,1.0,0.0
756,España,Tentativa no consumada,Sí,71-84 años,61-70 años,País Vasco,Pareja,2007,Marzo,1.0,0.0
757,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Andalucía,Pareja,2007,Mayo,1.0,0.0
758,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Andalucía,Pareja,2010,Octubre,1.0,0.0
759,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Castilla y León,Pareja,2023,Abril,1.0,0.0
760,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Cataluña,Pareja,2012,Diciembre,1.0,0.0
761,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Cataluña,Pareja,2017,Febrero,1.0,0.0
762,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Cataluña,Pareja,2018,Agosto,1.0,0.0
763,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Extremadura,Pareja,2012,Enero,1.0,0.0
764,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Galicia,Pareja,2007,Febrero,1.0,0.0
765,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Comunidad de Madrid,Pareja,2010,Noviembre,1.0,0.0
766,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Comunidad de Madrid,Pareja,2020,Febrero,1.0,0.0
767,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Comunidad de Madrid,Pareja,2021,Enero,1.0,0.0
768,España,Tentativa no consumada,Sí,>=85 años,61-70 años,Comunidad de Madrid,Pareja en fase de separación,2012,Abril,1.0,0.0
769,España,Tentativa no consumada,Sí,>=85 años,71-84 años,Comunitat Valenciana,Pareja,2006,Noviembre,1.0,0.0
770,España,Tentativa no consumada,Sí,>=85 años,>=85 años,Castilla-La Mancha,Pareja,2018,Enero,1.0,0.0
771,España,Tentativa no consumada,Sí,>=85 años,>=85 años,Extremadura,Pareja,2017,Febrero,1.0,0.0
772,España,Tentativa no consumada,Sí,21-30 años,21-30 años,Andalucía,Pareja,2009,Febrero,1.0,0.0
773,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Andalucía,Pareja,2013,Marzo,1.0,0.0
774,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Comunitat Valenciana,Pareja,2016,Abril,1.0,1.0
775,España,Tentativa no consumada,Sí,51-60 años,41-50 años,Andalucía,Pareja,2022,Mayo,1.0,1.0
776,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Andalucía,Pareja,2006,Agosto,1.0,0.0
777,España,Tentativa no consumada,Sí,61-70 años,51-60 años,Extremadura,Pareja,2009,Abril,1.0,0.0
778,España,Tentativa no consumada,Sí,21-30 años,21-30 años,Andalucía,Pareja en fase de separación,2004,Febrero,1.0,0.0
779,España,Tentativa no consumada,Sí,31-40 años,31-40 años,Cantabria,Pareja,2003,Julio,1.0,0.0
780,España,Tentativa no consumada,Sí,31-40 años,31-40 años,Galicia,Pareja,2003,Junio,1.0,0.0
781,España,Tentativa no consumada,Sí,31-40 años,No consta,Cataluña,Pareja,2003,Julio,1.0,0.0
782,España,Tentativa no consumada,Sí,41-50 años,41-50 años,Andalucía,Pareja,2003,Septiembre,1.0,0.0
783,España,Tentativa no consumada,Sí,51-60 años,41-50 años,Comunidad de Madrid,Pareja,2003,Agosto,1.0,0.0
784,España,Tentativa no consumada,Sí,51-60 años,51-60 años,Illes Balears,Pareja,2003,Agosto,1.0,0.0
785,España,Tentativa no consumada,Sí,61-70 años,51-60 años,Aragón,Pareja,2004,Mayo,1.0,0.0
786,España,Tentativa no consumada,Sí,71-84 años,71-84 años,Castilla-La Mancha,Pareja,2005,Junio,1.0,0.0
787,España,Tentativa no consumada,Sí,No consta,51-60 años,Illes Balears,Pareja,2003,Agosto,1.0,0.0
788,España,Tentativa no consumada,Sí,No consta,71-84 años,Aragón,Pareja,2005,Noviembre,1.0,0.0
789,España,Tentativa no consumada,Sí,No consta,No consta,Castilla-La Mancha,Pareja,2004,Abril,1.0,0.0
790,España,Tentativa no consumada,No,18-20 años,16-17 años,Región de Murcia,Expareja,2022,Febrero,1.0,0.0
791,España,Tentativa no consumada,No,21-30 años,18-20 años,Castilla y León,Pareja,2013,Mayo,1.0,0.0
792,España,Tentativa no consumada,No,21-30 años,31-40 años,Andalucía,Expareja,2017,Enero,1.0,0.0
793,España,Tentativa no consumada,No,31-40 años,21-30 años,Andalucía,Expareja,2013,Julio,1.0,0.0
794,España,Tentativa no consumada,No,31-40 años,21-30 años,Comunitat Valenciana,Pareja,2021,Diciembre,1.0,0.0
795,España,Tentativa no consumada,No,31-40 años,21-30 años,Galicia,Pareja en fase de separación,2016,Diciembre,1.0,0.0
796,España,Tentativa no consumada,No,31-40 años,31-40 años,Illes Balears,Expareja,2015,Julio,1.0,0.0
797,España,Tentativa no consumada,No,31-40 años,31-40 años,Cataluña,Expareja,2006,Marzo,1.0,0.0
798,España,Tentativa no consumada,No,31-40 años,31-40 años,Cataluña,Expareja,2008,Mayo,1.0,0.0
799,España,Tentativa no consumada,No,31-40 años,31-40 años,Cataluña,Expareja,2021,Abril,1.0,2.0
800,España,Tentativa no consumada,No,31-40 años,31-40 años,Comunitat Valenciana,Pareja,2012,Septiembre,1.0,0.0
801,España,Tentativa no consumada,No,31-40 años,31-40 años,País Vasco,Pareja en fase de separación,2015,Agosto,1.0,2.0
802,España,Tentativa no consumada,No,31-40 años,41-50 años,Canarias,Pareja en fase de separación,2017,Abril,1.0,0.0
803,España,Tentativa no consumada,No,41-50 años,21-30 años,Principado de Asturias,Expareja,2006,Julio,1.0,0.0
804,España,Tentativa no consumada,No,41-50 años,31-40 años,Castilla y León,Expareja,2007,Enero,1.0,0.0
805,España,Tentativa no consumada,No,41-50 años,41-50 años,Andalucía,Expareja,2014,Marzo,1.0,0.0
806,España,Tentativa no consumada,No,41-50 años,41-50 años,Illes Balears,Expareja,2013,Febrero,1.0,1.0
807,España,Tentativa no consumada,No,41-50 años,41-50 años,Comunitat Valenciana,Pareja,2012,Febrero,1.0,0.0
808,España,Tentativa no consumada,No,41-50 años,41-50 años,Comunitat Valenciana,Pareja,2015,Septiembre,1.0,2.0
809,España,Tentativa no consumada,No,41-50 años,41-50 años,País Vasco,Expareja,2018,Abril,1.0,2.0
810,España,Tentativa no consumada,No,51-60 años,31-40 años,Cataluña,Pareja en fase de separación,2011,Noviembre,1.0,0.0
811,España,Tentativa no consumada,No,51-60 años,41-50 años,Andalucía,Pareja en fase de separación,2018,Junio,1.0,1.0
812,España,Tentativa no consumada,No,51-60 años,51-60 años,Canarias,Pareja en fase de separación,2009,Junio,1.0,0.0
813,España,Tentativa no consumada,No,71-84 años,51-60 años,Andalucía,Expareja,2010,Abril,1.0,0.0
814,España,Tentativa no consumada,No,21-30 años,21-30 años,Comunitat Valenciana,Expareja,2010,Diciembre,1.0,0.0
815,España,Tentativa no consumada,No,31-40 años,21-30 años,Cataluña,Pareja,2017,Diciembre,1.0,1.0
816,España,Tentativa no consumada,No,31-40 años,31-40 años,Aragón,Expareja,2021,Mayo,1.0,1.0
817,España,Tentativa no consumada,No,41-50 años,31-40 años,Comunitat Valenciana,Expareja,2010,Septiembre,1.0,0.0
818,España,Tentativa no consumada,No,41-50 años,41-50 años,Castilla y León,Pareja en fase de separación,2010,Septiembre,1.0,0.0
819,España,Tentativa no consumada,No,41-50 años,41-50 años,Castilla-La Mancha,Expareja,2022,Abril,1.0,2.0
820,España,Tentativa no consumada,No,41-50 años,41-50 años,Comunitat Valenciana,Expareja,2015,Mayo,1.0,0.0
821,España,Tentativa no consumada,No,41-50 años,41-50 años,Canarias,Expareja,2005,Mayo,1.0,0.0
822,España,Tentativa no consumada,No,No consta,41-50 años,Andalucía,Expareja,2004,Agosto,1.0,0.0
823,España,Tentativa no consumada,No consta,71-84 años,71-84 años,Canarias,Pareja,2022,Mayo,1.0,0.0
824,Otro país,No hubo tentativa,Sí,21-30 años,18-20 años,Comunitat Valenciana,Pareja en fase de separación,2009,Mayo,1.0,0.0
825,Otro país,No hubo tentativa,Sí,21-30 años,18-20 años,Comunidad de Madrid,Pareja,2011,Abril,1.0,0.0
826,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Andalucía,Pareja,2007,Mayo,1.0,0.0
827,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Andalucía,Pareja,2010,Diciembre,1.0,0.0
828,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Andalucía,Pareja,2011,Mayo,1.0,0.0
829,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Andalucía,Pareja,2018,Septiembre,1.0,4.0
830,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Andalucía,Pareja,2022,Mayo,1.0,2.0
831,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Aragón,Pareja,2011,Julio,1.0,0.0
832,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Principado de Asturias,Pareja,2011,Octubre,1.0,0.0
833,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Canarias,Pareja,2019,Noviembre,1.0,0.0
834,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Cantabria,Pareja,2020,Agosto,1.0,2.0
835,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Castilla y León,Pareja,2013,Septiembre,1.0,2.0
836,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Cataluña,Pareja,2007,Agosto,1.0,0.0
837,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Cataluña,Pareja en fase de separación,2019,Octubre,1.0,1.0
838,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Comunitat Valenciana,Pareja,2008,Enero,1.0,0.0
839,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Comunitat Valenciana,Pareja,2019,Abril,1.0,0.0
840,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Comunitat Valenciana,Pareja,2020,Septiembre,1.0,0.0
841,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Comunidad de Madrid,Pareja,2007,Febrero,1.0,0.0
842,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Comunidad de Madrid,Pareja,2008,Enero,1.0,0.0
843,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,País Vasco,Pareja,2006,Julio,1.0,0.0
844,Otro país,No hubo tentativa,Sí,21-30 años,31-40 años,Illes Balears,Pareja,2014,Marzo,1.0,0.0
845,Otro país,No hubo tentativa,Sí,21-30 años,31-40 años,Cataluña,Pareja,2018,Agosto,1.0,0.0
846,Otro país,No hubo tentativa,Sí,21-30 años,31-40 años,Cataluña,Pareja,2023,Mayo,1.0,0.0
847,Otro país,No hubo tentativa,Sí,21-30 años,31-40 años,Cataluña,Pareja,2023,Junio,1.0,1.0
848,Otro país,No hubo tentativa,Sí,21-30 años,31-40 años,Cataluña,Pareja,2023,Julio,1.0,1.0
849,Otro país,No hubo tentativa,Sí,21-30 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2020,Agosto,1.0,0.0
850,Otro país,No hubo tentativa,Sí,21-30 años,41-50 años,Andalucía,Pareja,2009,Diciembre,1.0,0.0
851,Otro país,No hubo tentativa,Sí,21-30 años,41-50 años,Cataluña,Pareja,2020,Agosto,1.0,2.0
852,Otro país,No hubo tentativa,Sí,21-30 años,51-60 años,Comunitat Valenciana,Pareja,2014,Febrero,1.0,0.0
853,Otro país,No hubo tentativa,Sí,31-40 años,18-20 años,Andalucía,Pareja,2018,Agosto,1.0,1.0
854,Otro país,No hubo tentativa,Sí,31-40 años,18-20 años,Cataluña,Pareja,2020,Julio,1.0,1.0
855,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Andalucía,Pareja,2010,Febrero,1.0,0.0
856,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Andalucía,Pareja,2011,Enero,1.0,0.0
857,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Andalucía,Pareja,2014,Julio,1.0,0.0
858,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Andalucía,Pareja,2023,Agosto,1.0,3.0
859,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Castilla-La Mancha,Pareja,2007,Mayo,1.0,0.0
860,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2008,Junio,1.0,0.0
861,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2010,Septiembre,1.0,0.0
862,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2012,Enero,1.0,0.0
863,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2018,Julio,1.0,1.0
864,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2021,Agosto,1.0,0.0
865,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2023,Julio,1.0,0.0
866,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Galicia,Expareja,2016,Diciembre,1.0,0.0
867,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Región de Murcia,Pareja,2009,Agosto,1.0,0.0
868,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,País Vasco,Pareja en fase de separación,2015,Abril,1.0,3.0
869,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Andalucía,Pareja,2014,Mayo,1.0,2.0
870,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Aragón,Pareja,2013,Febrero,1.0,0.0
871,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Canarias,Pareja,2010,Julio,1.0,0.0
872,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Canarias,Pareja,2011,Octubre,1.0,0.0
873,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Castilla y León,Pareja,2015,Junio,1.0,1.0
874,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Castilla y León,Pareja,2022,Junio,1.0,1.0
875,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Cataluña,Pareja,2006,Agosto,1.0,0.0
876,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Cataluña,Pareja,2010,Mayo,1.0,0.0
877,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Cataluña,Pareja,2014,Noviembre,1.0,1.0
878,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Cataluña,Pareja,2023,Junio,1.0,1.0
879,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja,2016,Agosto,1.0,2.0
880,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja,2017,Julio,1.0,1.0
881,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2020,Julio,1.0,0.0
882,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Andalucía,Pareja,2010,Mayo,1.0,0.0
883,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Andalucía,Pareja,2011,Febrero,1.0,0.0
884,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Principado de Asturias,Pareja,2010,Abril,1.0,0.0
885,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Cataluña,Pareja,2017,Abril,1.0,0.0
886,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Comunitat Valenciana,Pareja en fase de separación,2015,Marzo,1.0,2.0
887,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Comunidad de Madrid,Pareja,2008,Enero,1.0,0.0
888,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Comunidad de Madrid,Pareja,2013,Septiembre,1.0,0.0
889,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Comunidad de Madrid,Pareja,2017,Mayo,1.0,0.0
890,Otro país,No hubo tentativa,Sí,31-40 años,51-60 años,Cataluña,Pareja,2006,Febrero,1.0,0.0
891,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Andalucía,Pareja,2023,Mayo,1.0,3.0
892,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Canarias,Pareja,2017,Octubre,1.0,1.0
893,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Galicia,Pareja,2008,Agosto,1.0,0.0
894,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Comunidad de Madrid,Pareja,2008,Octubre,1.0,0.0
895,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Andalucía,Pareja,2019,Abril,1.0,1.0
896,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Illes Balears,Pareja,2009,Octubre,1.0,0.0
897,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Canarias,Pareja,2019,Abril,1.0,1.0
898,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Cataluña,Pareja,2011,Octubre,1.0,0.0
899,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Cataluña,Pareja,2015,Julio,1.0,3.0
900,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Cataluña,Pareja,2018,Junio,1.0,0.0
901,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Comunitat Valenciana,Pareja,2019,Abril,1.0,0.0
902,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2009,Septiembre,1.0,0.0
903,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Galicia,Pareja en fase de separación,2013,Marzo,1.0,3.0
904,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Comunidad de Madrid,Pareja,2013,Abril,1.0,2.0
905,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Comunidad de Madrid,Pareja,2013,Septiembre,1.0,1.0
906,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Región de Murcia,Pareja,2020,Agosto,1.0,2.0
907,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Andalucía,Pareja,2023,Septiembre,1.0,0.0
908,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Illes Balears,Pareja,2016,Enero,1.0,0.0
909,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Canarias,Pareja,2019,Abril,1.0,2.0
910,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Castilla-La Mancha,Expareja,2022,Abril,1.0,1.0
911,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Castilla-La Mancha,Pareja,2020,Enero,1.0,2.0
912,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Comunitat Valenciana,Pareja,2007,Agosto,1.0,0.0
913,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Comunitat Valenciana,Pareja,2013,Marzo,1.0,0.0
914,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Comunitat Valenciana,Pareja,2015,Noviembre,1.0,0.0
915,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Comunidad de Madrid,Pareja,2007,Octubre,1.0,0.0
916,Otro país,No hubo tentativa,Sí,41-50 años,51-60 años,Cataluña,Pareja,2008,Junio,1.0,0.0
917,Otro país,No hubo tentativa,Sí,41-50 años,61-70 años,Canarias,Pareja,2007,Agosto,1.0,0.0
918,Otro país,No hubo tentativa,Sí,51-60 años,31-40 años,Andalucía,Pareja en fase de separación,2015,Febrero,1.0,3.0
919,Otro país,No hubo tentativa,Sí,51-60 años,31-40 años,Comunidad de Madrid,Pareja en fase de separación,2014,Agosto,1.0,1.0
920,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Andalucía,Pareja,2008,Enero,1.0,0.0
921,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Illes Balears,Pareja,2016,Mayo,1.0,0.0
922,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Castilla y León,Pareja,2012,Noviembre,1.0,0.0
923,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Cataluña,Pareja,2019,Octubre,1.0,2.0
924,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Cataluña,Pareja,2020,Noviembre,1.0,0.0
925,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Cataluña,Pareja en fase de separación,2012,Enero,1.0,0.0
926,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Comunidad de Madrid,Pareja,2018,Julio,1.0,0.0
927,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Comunidad Foral de Navarra,Pareja en fase de separación,2023,Julio,1.0,1.0
928,Otro país,No hubo tentativa,Sí,51-60 años,51-60 años,Comunitat Valenciana,Pareja,2012,Julio,1.0,0.0
929,Otro país,No hubo tentativa,Sí,51-60 años,51-60 años,Comunitat Valenciana,Pareja,2018,Agosto,1.0,0.0
930,Otro país,No hubo tentativa,Sí,51-60 años,61-70 años,Illes Balears,Pareja,2012,Octubre,1.0,0.0
931,Otro país,No hubo tentativa,Sí,51-60 años,61-70 años,Comunitat Valenciana,Pareja,2015,Enero,1.0,0.0
932,Otro país,No hubo tentativa,Sí,61-70 años,31-40 años,Comunitat Valenciana,Pareja,2011,Febrero,1.0,0.0
933,Otro país,No hubo tentativa,Sí,61-70 años,51-60 años,Illes Balears,Pareja,2006,Julio,1.0,0.0
934,Otro país,No hubo tentativa,Sí,61-70 años,51-60 años,Cataluña,Pareja,2012,Enero,1.0,0.0
935,Otro país,No hubo tentativa,Sí,61-70 años,51-60 años,Comunidad de Madrid,Pareja en fase de separación,2021,Febrero,1.0,0.0
936,Otro país,No hubo tentativa,Sí,61-70 años,61-70 años,Cataluña,Pareja en fase de separación,2007,Noviembre,1.0,0.0
937,Otro país,No hubo tentativa,Sí,61-70 años,61-70 años,Comunitat Valenciana,Pareja,2021,Octubre,1.0,0.0
938,Otro país,No hubo tentativa,Sí,61-70 años,71-84 años,Comunitat Valenciana,Pareja,2014,Septiembre,1.0,0.0
939,Otro país,No hubo tentativa,Sí,71-84 años,41-50 años,Canarias,Pareja,2017,Junio,1.0,0.0
940,Otro país,No hubo tentativa,Sí,71-84 años,71-84 años,Aragón,Pareja,2022,Diciembre,1.0,0.0
941,Otro país,No hubo tentativa,Sí,21-30 años,18-20 años,Comunitat Valenciana,Pareja,2007,Agosto,1.0,0.0
942,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Castilla-La Mancha,Pareja,2007,Junio,1.0,0.0
943,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Castilla-La Mancha,Pareja,2010,Diciembre,1.0,0.0
944,Otro país,No hubo tentativa,Sí,21-30 años,21-30 años,Comunidad de Madrid,Pareja,2009,Junio,1.0,0.0
945,Otro país,No hubo tentativa,Sí,21-30 años,31-40 años,Comunitat Valenciana,Pareja,2008,Diciembre,1.0,0.0
946,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Illes Balears,Pareja,2021,Mayo,1.0,0.0
947,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Canarias,Pareja,2015,Diciembre,1.0,1.0
948,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Castilla y León,Pareja en fase de separación,2019,Julio,1.0,2.0
949,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2009,Septiembre,1.0,0.0
950,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2012,Junio,1.0,0.0
951,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja,2013,Abril,1.0,2.0
952,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Cataluña,Pareja en fase de separación,2010,Julio,1.0,0.0
953,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Comunitat Valenciana,Pareja en fase de separación,2011,Julio,1.0,0.0
954,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Comunitat Valenciana,Pareja en fase de separación,2012,Junio,1.0,0.0
955,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Región de Murcia,Pareja,2015,Octubre,1.0,2.0
